wave,Re,Im
0.35,1.525,0.0015
0.4,1.525,0.0013
0.45,1.525,0.0011
0.5,1.525,0.001
0.55,1.525,0.0008
0.6,1.525,0.0006
0.65,1.525,0.0007
0.7,1.525,0.0006
0.75,1.525,0.0006
0.8,1.525,0.0006
0.9,1.525,0.0006
1,1.525,0.0006
1.1,1.525,0.0005
1.2,1.525,0.0005
1.3,1.525,0.0005
1.4,1.525,0.0005
1.5,1.525,0.0005
